Category,Customer Name,Product Name,Sub-Category,Profit,Sales
Office Supplies,Sally Hughsby,#6 3/4 Gummed Flap White Envelopes,Envelopes,5.544,15.84
Office Supplies,Candace McMahon,Staple envelope,Envelopes,17.9684,49.568
Office Supplies,Chris Selesnick,"#10 Gummed Flap White Envelopes, 100/Box",Envelopes,2.1476,6.608
Office Supplies,Bill Stewart,Staples,Fasteners,3.945,12.624
Office Supplies,Laura Armstrong,Assorted Color Push Pins,Fasteners,0.4706,2.896
Office Supplies,Matt Collister,Avery 52,Labels,1.9926,5.904
Office Supplies,Chris Selesnick,Xerox 1959,Paper,3.7408,10.688
Office Supplies,Thomas Seio,Astroparche Fine Business Paper,Paper,2.9568,8.448
Office Supplies,Cynthia Voltz,Xerox 1911,Paper,26.824,76.64
Office Supplies,Sylvia Foulston,Xerox 21,Paper,3.6288,10.368
Office Supplies,Erin Ashbrook,Xerox 206,Paper,3.6288,10.368
Office Supplies,Sally Hughsby,Xerox 1972,Paper,2.64,8.448
Office Supplies,Brian Moss,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Paper,3.6288,10.368
Office Supplies,Patrick Jones,Xerox 1978,Paper,3.3524,9.248
Office Supplies,George Bell,Things To Do Today Pad,Paper,3.2872,9.392
Office Supplies,Andrew Gjertsen,Xerox 2,Paper,3.6288,10.368
Office Supplies,Rachel Payne,Xerox 1906,Paper,19.1376,56.704
Office Supplies,Maribeth Yedwab,Xerox 201,Paper,3.6288,10.368
Office Supplies,Matt Connell,"Neat Ideas Personal Hanging Folder Files, Black",Storage,1.6116,21.488
Office Supplies,Katharine Harms,Eldon Portable Mobile Manager,Storage,3.9592,45.248
Office Supplies,Thomas Boland,"Companion Letter/Legal File, Black",Storage,6.0416,60.416
Office Supplies,Susan Gilcrest,Plastic Stacking Crates & Casters,Storage,0.6696,8.928
Office Supplies,Victoria Brennan,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Storage,2.3674,27.056
Office Supplies,Barry Pond,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Supplies,2.502,22.24
Office Supplies,Lela Donovan,Newell 311,Art,0.4641,5.304
Office Supplies,Craig Yedwab,"#10 Gummed Flap White Envelopes, 100/Box",Envelopes,3.2214,9.912
Office Supplies,Sally Hughsby,Staple envelope,Envelopes,5.022,13.392
Office Supplies,David Smith,Binder Clips by OIC,Fasteners,1.2432,3.552
Office Supplies,Victoria Brennan,Avery 479,Labels,2.0358,6.264
Office Supplies,Noah Childs,Avery 501,Labels,2.9889,8.856
Office Supplies,Rachel Payne,Avery 505,Labels,13.32,35.52
Office Supplies,Heather Kirkland,Xerox 1929,Paper,17.8152,54.816
Office Supplies,Suzanne McNair,Southworth Parchment Paper & Envelopes,Paper,5.1012,15.696
Office Supplies,Maribeth Yedwab,Xerox 1909,Paper,20.5764,63.312
Office Supplies,Muhammed Yedwab,"""While you Were Out"" Message Book, One Form per Page",Paper,3.339,8.904
Office Supplies,Matthew Clasen,Xerox 1971,Paper,3.21,10.272
Office Supplies,Matt Collister,Southworth 25% Cotton Granite Paper & Envelopes,Paper,5.1012,15.696
Office Supplies,Todd Boyes,14-7/8 x 11 Blue Bar Computer Printout Paper,Paper,40.3536,115.296
Office Supplies,Brian Moss,Xerox 1895,Paper,4.485,14.352
Office Supplies,Linda Southworth,Xerox 1975,Paper,5.6376,15.552
Office Supplies,Andrew Gjertsen,Xerox 1999,Paper,5.4432,15.552
Office Supplies,Jennifer Patt,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Paper,5.4432,15.552
Office Supplies,Heather Kirkland,Xerox 1951,Paper,23.235,74.352
Office Supplies,Ed Braxton,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Paper,35.6613,98.376
Office Supplies,Ken Black,Xerox 203,Paper,5.4432,15.552
Office Supplies,Monica Federle,Xerox 1957,Paper,5.6376,15.552
Office Supplies,Odella Nelson,Things To Do Today Pad,Paper,4.9308,14.088
Office Supplies,Karen Bern,Xerox 1959,Paper,5.6112,16.032
Office Supplies,David Smith,Xerox 1995,Paper,5.4432,15.552
Office Supplies,Vivek Grady,"SAFCO Commercial Wire Shelving, Black",Storage,-82.884,331.536
Office Supplies,Heather Kirkland,"Neat Ideas Personal Hanging Folder Files, Black",Storage,2.4174,32.232
Office Supplies,Thea Hudgings,Tennsco 16-Compartment Lockers with Coat Rack,Storage,77.7468,1554.936
Office Supplies,Anna Häberlin,Stiletto Hand Letter Openers,Supplies,-4.896,23.04
Office Supplies,Quincy Jones,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Art,3.2224,13.568
Office Supplies,Erin Ashbrook,Advantus Push Pins,Fasteners,1.8312,6.976
Office Supplies,Jill Stevenson,Advantus Plastic Paper Clips,Fasteners,5.6,16
Office Supplies,Victoria Brennan,Advantus T-Pin Paper Clips,Fasteners,3.4276,14.432
Office Supplies,Cynthia Voltz,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Labels,11.592,33.12
Office Supplies,Ken Heidel,Avery 493,Labels,5.6956,15.712
Office Supplies,Nicole Hansen,Avery 499,Labels,5.1792,15.936
Office Supplies,Grace Kelly,Avery 511,Labels,3.4496,9.856
Office Supplies,Harold Engle,Xerox 1943,Paper,52.8228,156.512
Office Supplies,Yoseph Carroll,Advantus Motivational Note Cards,Paper,15.196,41.92
Office Supplies,Victoria Brennan,Xerox 1915,Paper,117.432,335.52
Office Supplies,Sibella Parks,Fellowes Bankers Box Stor/Drawer Steel Plus,Storage,-12.792,102.336
Office Supplies,Brendan Murry,Carina Media Storage Towers in Natural & Black,Storage,-43.9056,195.136
Office Supplies,Katrina Edelman,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Storage,6.1792,61.792
Office Supplies,Stewart Carmichael,Staple remover,Supplies,-1.3952,6.976
Office Supplies,Roy Phan,Manco Dry-Lighter Erasable Highlighter,Art,2.128,12.16
Office Supplies,Harry Marie,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Envelopes,29.673,87.92
Office Supplies,Muhammed Yedwab,Ideal Clamps,Fasteners,2.9145,8.04
Office Supplies,Fred Chung,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Paper,8.526,23.52
Office Supplies,Michael Stewart,Xerox 225,Paper,9.072,25.92
Office Supplies,Jill Stevenson,"Belkin 19"" Center-Weighted Shelf, Gray",Storage,-44.235,235.92
Office Supplies,Dorothy Badders,Fellowes Staxonsteel Drawer Files,Storage,-57.951,772.68
Office Supplies,Michael Stewart,Staples,Fasteners,7.1928,21.312
Office Supplies,Patrick Jones,Things To Do Today Spiral Book,Paper,13.7808,38.016
Office Supplies,Linda Southworth,Xerox 1966,Paper,11.2752,31.104
Office Supplies,Cynthia Voltz,"Hot File 7-Pocket, Floor Stand",Storage,107.082,856.656
Office Supplies,Darren Budd,Acco Side-Punched Conventional Columnar Pads,Supplies,-3.123,16.656
Office Supplies,Saphhira Shifley,Newell 307,Art,1.0192,10.192
Office Supplies,Michael Dominguez,Newell 343,Art,1.4406,16.464
Office Supplies,Muhammed Yedwab,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Art,5.8604,33.488
Office Supplies,Monica Federle,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Envelopes,69.965,223.888
Office Supplies,Katharine Harms,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Paper,12.1758,37.464
Office Supplies,Aaron Smayling,Xerox 1998,Paper,12.7008,36.288
Office Supplies,Darren Budd,Xerox 216,Paper,12.7008,36.288
Office Supplies,Anna Häberlin,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Storage,-1.2558,33.488
Office Supplies,Alejandro Savely,Southworth 100% Cotton The Best Paper,Paper,30.996,82.656
Office Supplies,Adam Hart,Xerox 214,Paper,18.144,51.84
Office Supplies,Katrina Edelman,Xerox 1928,Paper,13.2,42.24
Office Supplies,John Grady,"Fellowes Personal Hanging Folder Files, Navy",Storage,10.744,107.44
Office Supplies,Jason Gross,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Appliances,-24.7716,13.762
Office Supplies,Ken Brennan,Avery Durable Slant Ring Binders With Label Holder,Binders,-1.3376,0.836
Office Supplies,Harry Marie,Acco Economy Flexible Poly Round Ring Binder,Binders,-1.827,1.044
Office Supplies,Anna Häberlin,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Binders,-2.1792,1.362
Office Supplies,Linda Southworth,Tuf-Vin Binders,Binders,-10.4214,6.316
Office Supplies,Craig Molinari,Avery Non-Stick Binders,Binders,-1.5715,0.898
Office Supplies,Susan Gilcrest,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Binders,-3.2934,1.996
Office Supplies,Jill Stevenson,Belkin 7-Outlet SurgeMaster Home Series,Appliances,-15.0876,5.588
Office Supplies,Thomas Seio,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Appliances,-53.0088,20.388
Office Supplies,Kean Nguyen,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Appliances,-121.58,48.632
Office Supplies,Lisa Ryan,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Appliances,-251.1864,93.032
Office Supplies,Dave Hallsten,Holmes HEPA Air Purifier,Appliances,-19.602,8.712
Office Supplies,Alejandro Savely,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Binders,-3.2406,1.964
Office Supplies,Brenda Bowman,Storex DuraTech Recycled Plastic Frosted Binders,Binders,-2.544,1.696
Office Supplies,Victoria Brennan,GBC Recycled Regency Composition Covers,Binders,-40.6504,23.912
Office Supplies,Sibella Parks,Kensington 4 Outlet MasterPiece Compact Power Control Center,Appliances,-126.8592,48.792
Office Supplies,Harry Marie,Acco 6 Outlet Guardian Basic Surge Suppressor,Appliances,-12.9792,4.992
Office Supplies,Brenda Bowman,Kensington 6 Outlet SmartSocket Surge Protector,Appliances,-67.617,24.588
Office Supplies,Saphhira Shifley,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Appliances,-87.1488,34.176
Office Supplies,Sally Hughsby,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Binders,-5.8869,3.798
Office Supplies,Matthew Clasen,Ibico Hi-Tech Manual Binding System,Binders,-320.2395,182.994
Office Supplies,Harry Marie,Avery Durable Poly Binders,Binders,-5.6406,3.318
Office Supplies,Sylvia Foulston,GBC Imprintable Covers,Binders,-10.2114,6.588
Office Supplies,Cari Sayre,Aluminum Screw Posts,Binders,-13.734,9.156
Office Supplies,Cynthia Voltz,Euro Pro Shark Stick Mini Vacuum,Appliances,-131.7168,48.784
Office Supplies,Mary Zewe,Computer Printout Index Tabs,Binders,-2.1504,1.344
Office Supplies,Mary Zewe,GBC Wire Binding Combs,Binders,-13.6488,8.272
Office Supplies,Cynthia Voltz,Ibico Standard Transparent Covers,Binders,-20.4352,13.184
Office Supplies,Ann Blume,"GBC White Gloss Covers, Plain Front",Binders,-23.892,14.48
Office Supplies,Barry Pond,Wilson Jones Easy Flow II Sheet Lifters,Binders,-2.88,1.8
Office Supplies,Henry Goldwyn,Ibico EPK-21 Electric Binding System,Binders,-2929.4845,1889.99
Office Supplies,Lori Olson,Computer Printout Index Tabs,Binders,-2.688,1.68
Office Supplies,David Bremer,GBC Ibimaster 500 Manual ProClick Binding System,Binders,-1141.47,760.98
Office Supplies,Brenda Bowman,Cardinal Hold-It CD Pocket,Binders,-13.167,7.98
Office Supplies,Odella Nelson,GBC Twin Loop Wire Binding Elements,Binders,-49.92,33.28
Office Supplies,Rachel Payne,Avery Hole Reinforcements,Binders,-9.6565,6.23
Office Supplies,Craig Molinari,GBC Personal VeloBind Strips,Binders,-19.168,11.98
Office Supplies,Erin Ashbrook,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Appliances,-225.5568,92.064
Office Supplies,Cynthia Voltz,GBC VeloBind Cover Sets,Binders,-27.792,18.528
Office Supplies,Michael Kennedy,Storex DuraTech Recycled Plastic Frosted Binders,Binders,-8.904,5.936
Office Supplies,Muhammed Yedwab,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Binders,-35.8176,22.386
Office Supplies,Stewart Carmichael,Wilson Jones Leather-Like Binders with DublLock Round Rings,Binders,-20.1663,12.222
Office Supplies,Susan Gilcrest,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Binders,-10.6547,6.874
Office Supplies,Michelle Lonsdale,Presstex Flexible Ring Binders,Binders,-9.555,6.37
Office Supplies,Sally Hughsby,Insertable Tab Post Binder Dividers,Binders,-18.5262,11.228
Office Supplies,Barry Blumstein,GBC Premium Transparent Covers with Diagonal Lined Pattern,Binders,-46.9952,29.372
Office Supplies,Heather Kirkland,Belkin 5 Outlet SurgeMaster Power Centers,Appliances,-226.6368,87.168
Office Supplies,Sibella Parks,"Performers Binder/Pad Holder, Black",Binders,-67.272,44.848
Office Supplies,Katrina Edelman,Avery Poly Binder Pockets,Binders,-9.1648,5.728
Office Supplies,Linda Southworth,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Binders,-17.6607,11.394
Office Supplies,Dorothy Badders,Avery Durable Poly Binders,Binders,-18.802,11.06
Office Supplies,Brenda Bowman,Fellowes Advanced Computer Series Surge Protectors,Appliances,7.4172,26.49
Office Supplies,Ann Chong,Fellowes Basic Home/Office Series Surge Protectors,Appliances,3.7642,12.98
Office Supplies,Brendan Sweed,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Appliances,2.0975,8.39
Office Supplies,Christine Abelman,Acco Hanging Data Binders,Binders,1.8288,3.81
Office Supplies,Jennifer Braxton,Fellowes PB300 Plastic Comb Binding Machine,Binders,182.3553,387.99
Office Supplies,Muhammed Yedwab,Avery 488,Labels,1.512,3.15
Office Supplies,Jane Waco,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Paper,3.1104,6.48
Office Supplies,Matt Collister,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Paper,26.6304,55.48
Office Supplies,Muhammed MacIntyre,Xerox 1893,Paper,20.0851,40.99
Office Supplies,Todd Sumrall,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Paper,2.8812,5.88
Office Supplies,Dean Katz,Xerox 227,Paper,3.1104,6.48
Office Supplies,Cindy Schnelling,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Supplies,1.8468,6.84
Office Supplies,Marina Lichtenstein,Eureka The Boss Cordless Rechargeable Stick Vac,Appliances,27.5292,101.96
Office Supplies,Maureen Fritzler,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Appliances,10.5504,37.68
Office Supplies,Edward Hooks,Euro-Pro Shark Turbo Vacuum,Appliances,16.1096,61.96
Office Supplies,Deirdre Greer,Fellowes Superior 10 Outlet Split Surge Protector,Appliances,22.0748,76.12
Office Supplies,Matt Collister,Kensington 4 Outlet MasterPiece Compact Power Control Center,Appliances,45.5392,162.64
Office Supplies,Stefania Perrino,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Appliances,4.195,16.78
Office Supplies,Muhammed Yedwab,Blackstonian Pencils,Art,1.4952,5.34
Office Supplies,Scott Cohen,Avery Fluorescent Highlighter Four-Color Set,Art,2.004,6.68
Office Supplies,Ann Chong,Newell 324,Art,6.468,23.1
Office Supplies,Christine Abelman,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Binders,9.6048,20.88
Office Supplies,Christine Phan,Ibico Presentation Index for Binding Systems,Binders,3.7412,7.96
Office Supplies,Muhammed Yedwab,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Binders,9.387,20.86
Office Supplies,Katharine Harms,Zipper Ring Binder Pockets,Binders,3.0576,6.24
Office Supplies,Grace Kelly,GBC DocuBind TL300 Electric Binding System,Binders,843.1706,1793.98
Office Supplies,Brooke Gillingham,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,8.2156,17.48
Office Supplies,Deirdre Greer,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Envelopes,35.982,79.96
Office Supplies,Georgia Rosenberg,Avery 499,Labels,4.5816,9.96
Office Supplies,Don Jones,Avery 473,Labels,9.936,20.7
Office Supplies,Thomas Boland,Avery 473,Labels,9.936,20.7
Office Supplies,Claudia Bergmann,Tops Wirebound Message Log Books,Paper,3.0268,6.58
Office Supplies,Anthony Rawles,Xerox 1977,Paper,6.4128,13.36
Office Supplies,Edward Hooks,Southworth Parchment Paper & Envelopes,Paper,6.0168,13.08
Office Supplies,Pauline Webber,Xerox 1908,Paper,54.8604,111.96
Office Supplies,Bart Watters,Computer Printout Paper with Letter-Trim Perforations,Paper,18.2112,37.94
Office Supplies,Julie Creighton,Xerox 1969,Paper,5.6644,11.56
Office Supplies,Thea Hudgings,Xerox 213,Paper,6.2208,12.96
Office Supplies,Ken Heidel,Acco Perma 3000 Stacking Storage Drawers,Storage,7.9724,41.96
Office Supplies,Theresa Coyne,"Contico 72""H Heavy-Duty Storage System",Storage,0,81.96
Office Supplies,Cyma Kinney,Eldon Simplefile Box Office,Storage,6.9664,24.88
Office Supplies,Jim Sink,Space Solutions Commercial Steel Shelving,Storage,6.465,129.3
Office Supplies,Grant Thornton,Acme Office Executive Series Stainless Steel Trimmers,Supplies,4.4564,17.14
Office Supplies,Michael Dominguez,Fellowes 8 Outlet Superior Workstation Surge Protector,Appliances,36.2877,125.13
Office Supplies,Jim Mitchum,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Appliances,3.0342,11.67
Office Supplies,Tiffany House,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Appliances,15.8256,56.52
Office Supplies,Tim Taslimi,Kensington 6 Outlet Guardian Standard Surge Protector,Appliances,16.5888,61.44
Office Supplies,Brooke Gillingham,Staple holder,Appliances,9.6957,35.91
Office Supplies,Christine Phan,Newell 35,Art,2.8536,9.84
Office Supplies,Dorothy Badders,Newell 34,Art,15.4752,59.52
Office Supplies,Ann Chong,BIC Brite Liner Grip Highlighters,Art,2.214,4.92
Office Supplies,Brooke Gillingham,Newell 34,Art,15.4752,59.52
Office Supplies,Cindy Schnelling,American Pencil,Art,2.0271,6.99
Office Supplies,Todd Boyes,BIC Liqua Brite Liner,Art,7.4952,20.82
Office Supplies,Edward Becker,"Boston School Pro Electric Pencil Sharpener, 1670",Art,25.0938,92.94
Office Supplies,Maureen Fritzler,Wilson Jones Easy Flow II Sheet Lifters,Binders,2.592,5.4
Office Supplies,Claudia Bergmann,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Binders,59.0112,122.94
Office Supplies,Guy Phonely,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Binders,6.9231,14.73
Office Supplies,Justin Deggeller,Staple envelope,Envelopes,8.37,16.74
Office Supplies,Katharine Harms,"Peel & Seel Recycled Catalog Envelopes, Brown",Envelopes,17.37,34.74
Office Supplies,Odella Nelson,Xerox 1942,Paper,73.41,146.82
Office Supplies,Guy Phonely,Loose Memo Sheets,Paper,5.1465,10.95
Office Supplies,Nick Crebassa,Xerox 214,Paper,9.3312,19.44
Office Supplies,Anthony Rawles,Xerox 1997,Paper,9.3312,19.44
Office Supplies,David Kendrick,Xerox 188,Paper,16.6698,34.02
Office Supplies,Jennifer Patt,Xerox 1903,Paper,8.7906,17.94
Office Supplies,Scott Cohen,Xerox 1991,Paper,31.5192,68.52
Office Supplies,Monica Federle,Xerox 1885,Paper,69.1776,144.12
Office Supplies,Muhammed MacIntyre,Xerox 203,Paper,9.3312,19.44
Office Supplies,Nat Gilpin,Fellowes Staxonsteel Drawer Files,Storage,81.1314,579.51
Office Supplies,Yana Sorensen,"Dual Level, Single-Width Filing Carts",Storage,120.9468,465.18
Office Supplies,George Zrebassa,"Decoflex Hanging Personal Folder File, Blue",Storage,12.4902,46.26
Office Supplies,Jim Mitchum,"Rogers Jumbo File, Granite",Storage,0.4074,40.74
Office Supplies,Andy Gerbode,Mobile Personal File Cube,Storage,18.9702,70.26
Office Supplies,Cyma Kinney,Portable Personal File Box,Storage,9.8901,36.63
Office Supplies,Edward Becker,Staple magnet,Storage,7.8792,28.14
Office Supplies,Bart Watters,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Storage,23.9688,99.87
Office Supplies,Benjamin Venier,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Storage,80.0199,296.37
Office Supplies,Kristen Hastings,Advantus Rolling Storage Box,Storage,13.8915,51.45
Office Supplies,Thomas Boland,Acme Value Line Scissors,Supplies,3.285,10.95
Office Supplies,Barbara Fisher,Newell 333,Art,2.8912,11.12
Office Supplies,Muhammed Yedwab,Avery Reinforcements for Hole-Punch Pages,Binders,3.564,7.92
Office Supplies,Thea Hudgings,Wilson Jones Suede Grain Vinyl Binders,Binders,5.4488,11.12
Office Supplies,Ken Heidel,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Binders,31.8892,65.08
Office Supplies,Guy Phonely,Aluminum Screw Posts,Binders,30.52,61.04
Office Supplies,Jennifer Patt,Globe Weis Peel & Seel First Class Envelopes,Envelopes,23.004,51.12
Office Supplies,Andy Gerbode,Assorted Color Push Pins,Fasteners,2.3892,7.24
Office Supplies,Lisa Ryan,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Labels,19.872,41.4
Office Supplies,Anthony Jacobs,Xerox 1906,Paper,66.6272,141.76
Office Supplies,Ann Chong,Xerox 1962,Paper,7.704,17.12
Office Supplies,Katherine Nockton,Xerox 188,Paper,22.2264,45.36
Office Supplies,Christine Phan,Xerox 1918,Paper,75.9696,155.04
Office Supplies,Katharine Harms,Xerox 2000,Paper,12.4416,25.92
Office Supplies,Katharine Harms,Rogers Profile Extra Capacity Storage Tub,Storage,2.6784,66.96
Office Supplies,Barry Pond,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Storage,67.608,563.4
Office Supplies,Scott Cohen,"Hot File 7-Pocket, Floor Stand",Storage,214.164,713.88
Office Supplies,Noel Staavos,Fiskars Home & Office Scissors,Supplies,9.9456,35.52
Office Supplies,Suzanne McNair,Eureka The Boss Cordless Rechargeable Stick Vac,Appliances,68.823,254.9
Office Supplies,Jennifer Patt,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Appliances,281.016,1040.8
Office Supplies,Harold Engle,Hunt Boston Vacuum Mount KS Pencil Sharpener,Art,45.487,174.95
Office Supplies,Yoseph Carroll,Deluxe Chalkboard Eraser Cleaner,Art,26.565,57.75
Office Supplies,Cyma Kinney,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Art,39.41,140.75
Office Supplies,Edward Hooks,Boston KS Multi-Size Manual Pencil Sharpener,Art,32.186,114.95
Office Supplies,Linda Cazamias,Prang Dustless Chalk Sticks,Art,4.2,8.4
Office Supplies,Bart Watters,BIC Liqua Brite Liner,Art,12.492,34.7
Office Supplies,Jennifer Patt,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Art,8.733,21.3
Office Supplies,Michael Paige,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Binders,13.181,26.9
Office Supplies,Nick Crebassa,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Binders,6.15,12.3
Office Supplies,Bill Shonely,Wilson Jones Standard D-Ring Binders,Binders,11.891,25.3
Office Supplies,Laura Armstrong,Avery 514,Labels,7.056,14.4
Office Supplies,Bart Watters,Avery White Multi-Purpose Labels,Labels,11.454,24.9
Office Supplies,Kalyca Meade,Astroparche Fine Business Paper,Paper,12.672,26.4
Office Supplies,Kalyca Meade,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Paper,20.585,44.75
Office Supplies,Laura Armstrong,Easy-staple paper,Paper,83.284,177.2
Office Supplies,Jennifer Patt,Computer Printout Paper with Letter-Trim Perforations,Paper,45.528,94.85
Office Supplies,Tamara Chand,Xerox 1881,Paper,28.858,61.4
Office Supplies,David Kendrick,Xerox 1908,Paper,137.151,279.9
Office Supplies,Patrick Jones,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Paper,16.65,37
Office Supplies,Julie Creighton,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Paper,11.88,26.4
Office Supplies,Anthony Jacobs,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Storage,84.51,704.25
Office Supplies,Guy Phonely,"Tennsco Lockers, Sand",Storage,25.176,104.9
Office Supplies,Cyma Kinney,"Tenex File Box, Personal Filing Tote with Lid, Black",Storage,20.163,77.55
Office Supplies,Kalyca Meade,Iceberg Mobile Mega Data/Printer Cart,Storage,156.429,601.65
Office Supplies,Scott Cohen,Acme Preferred Stainless Steel Scissors,Supplies,8.236,28.4
Office Supplies,Anthony Jacobs,Hoover Upright Vacuum With Dirt Cup,Appliances,503.7822,1737.18
Office Supplies,Jennifer Patt,Newell 331,Art,7.9218,29.34
Office Supplies,Claudia Bergmann,4009 Highlighters,Art,2.7336,8.04
Office Supplies,Rick Reed,Staples,Fasteners,18.24,36.48
Office Supplies,Georgia Rosenberg,Avery 480,Labels,10.8,22.5
Office Supplies,Odella Nelson,Avery 509,Labels,7.2036,15.66
Office Supplies,Ann Chong,Avery 518,Labels,9.072,18.9
Office Supplies,Dorothy Badders,Easy-staple paper,Paper,33.3396,68.04
Office Supplies,Sung Pak,Xerox 1920,Paper,16.146,35.88
Office Supplies,Ellis Ballard,Belkin OmniView SE Rackmount Kit,Storage,0,212.88
Office Supplies,Justin Deggeller,Hoover Shoulder Vac Commercial Portable Vacuum,Appliances,626.185,2504.74
Office Supplies,Dean Katz,Avanti 1.7 Cu. Ft. Refrigerator,Appliances,197.9208,706.86
Office Supplies,Harold Engle,Newell 325,Art,8.673,28.91
Office Supplies,Noel Staavos,Sanford Pocket Accent Highlighters,Art,4.816,11.2
Office Supplies,Stephanie Phelps,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Art,7.0224,15.96
Office Supplies,Georgia Rosenberg,"Premier Elliptical Ring Binder, Black",Binders,102.2784,213.08
Office Supplies,Charles Sheldon,"Performers Binder/Pad Holder, Black",Binders,98.105,196.21
Office Supplies,Dorothy Badders,Staple envelope,Envelopes,27.2412,57.96
Office Supplies,Christine Phan,Xerox 1926,Paper,16.3842,34.86
Office Supplies,Yoseph Carroll,Smead Adjustable Mobile File Trolley with Lockable Top,Storage,792.2691,2934.33
Office Supplies,Ken Heidel,Safco Industrial Wire Shelving System,Storage,0,636.86
Office Supplies,Neil Ducich,"Dual Level, Single-Width Filing Carts",Storage,282.2092,1085.42
Office Supplies,Mark Cousins,Staple envelope,Envelopes,29.2528,62.24
Office Supplies,Maureen Fritzler,Xerox 216,Paper,24.8832,51.84
Office Supplies,Stefania Perrino,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Storage,133.8624,478.08
Office Supplies,Kalyca Meade,Manco Dry-Lighter Erasable Highlighter,Art,9.3024,27.36
Office Supplies,Shaun Chance,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Binders,23.49,52.2
Office Supplies,Edward Hooks,Xerox 1960,Paper,125.469,278.82
